epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
59,0.7502247095108032,1.0247520208358765,6.25e-05,0.8174619078636169,0.6747283339500427,0.8121710419654846,0.8565622568130493,0.8516222834587097,0.7684210538864136
60,0.7530027031898499,1.0078309774398804,6.25e-05,0.8198001980781555,0.677261233329773,0.8213815689086914,0.8209815621376038,0.8671846389770508,0.7710526585578918
61,0.7535746097564697,0.9945263266563416,6.25e-05,0.8231924176216125,0.6809380054473877,0.82039475440979,0.8275854587554932,0.8598334193229675,0.7809210419654846
62,0.7543100118637085,0.988381564617157,6.25e-05,0.8206842541694641,0.6820818781852722,0.82039475440979,0.8128075003623962,0.8591498732566833,0.7845394611358643
63,0.7564343214035034,0.9729601740837097,6.25e-05,0.8245370984077454,0.680366039276123,0.8141447305679321,0.8045591711997986,0.8591342568397522,0.7703947424888611
64,0.7542282938957214,0.9733324646949768,6.25e-05,0.8243082761764526,0.6815916299819946,0.8174341917037964,0.8102245330810547,0.8682854771614075,0.7763158082962036
65,0.7531660795211792,0.9694636464118958,6.25e-05,0.8168379664421082,0.6817550659179688,0.8144736886024475,0.8132780194282532,0.8661302328109741,0.7789473533630371
66,0.762398898601532,0.9491857290267944,3.125e-05,0.8324843049049377,0.694337785243988,0.8230262994766235,0.7794011235237122,0.8634713292121887,0.7822368144989014
67,0.7685268521308899,0.9266482591629028,3.125e-05,0.831342875957489,0.6995669603347778,0.8243421316146851,0.7654467821121216,0.8640636205673218,0.7861841917037964
68,0.7727755308151245,0.9183675646781921,3.125e-05,0.8352952599525452,0.7015278935432434,0.8305920958518982,0.7607933282852173,0.8679724335670471,0.7871710658073425
69,0.7711414098739624,0.9097149968147278,3.125e-05,0.8308165669441223,0.7057766318321228,0.824999988079071,0.7572895884513855,0.8676735162734985,0.793749988079071
70,0.7738377451896667,0.9035842418670654,3.125e-05,0.835616409778595,0.702753484249115,0.8213815689086914,0.7523309588432312,0.8644372820854187,0.7907894849777222
71,0.7717950940132141,0.8949869871139526,3.125e-05,0.832627534866333,0.7068387866020203,0.8230262994766235,0.7496693730354309,0.8634713292121887,0.7822368144989014
72,0.7751450538635254,0.8932235836982727,3.125e-05,0.8354224562644958,0.7133752703666687,0.8279605507850647,0.7432383298873901,0.8666666746139526,0.7953947186470032
73,0.7713865637779236,0.8968139886856079,3.125e-05,0.8351796269416809,0.7083911895751953,0.8236842155456543,0.750923216342926,0.8640429377555847,0.7944079041481018
74,0.7794754505157471,0.8794593811035156,1.5625e-05,0.8397108316421509,0.7118228673934937,0.8273026347160339,0.7370762228965759,0.8686105012893677,0.793749988079071
75,0.7755535840988159,0.8725881576538086,1.5625e-05,0.8346909284591675,0.7116594314575195,0.8292763233184814,0.736225426197052,0.869658887386322,0.7967105507850647
76,0.7776778936386108,0.8671356439590454,1.5625e-05,0.839003324508667,0.7153362035751343,0.8322368264198303,0.7223932147026062,0.8689407706260681,0.7960526347160339
77,0.7782498598098755,0.8625975847244263,1.5625e-05,0.8402690887451172,0.7143557667732239,0.831250011920929,0.7298344373703003,0.867047905921936,0.7980263233184814
78,0.7782498598098755,0.862602710723877,1.5625e-05,0.8384021520614624,0.7185227274894714,0.8338815569877625,0.7176347970962524,0.8729700446128845,0.7957236766815186
79,0.7744913697242737,0.867317795753479,1.5625e-05,0.8332855105400085,0.7114143371582031,0.8299342393875122,0.7219887375831604,0.8660938143730164,0.7957236766815186
80,0.7826619744300842,0.8457874059677124,1.5625e-05,0.8419647216796875,0.7213007807731628,0.8322368264198303,0.7127982974052429,0.8690518736839294,0.7990131378173828
81,0.7799656987190247,0.8528945446014404,1.5625e-05,0.838327944278717,0.7177056670188904,0.8305920958518982,0.7166211605072021,0.8660458326339722,0.7953947186470032
82,0.7810278534889221,0.84981369972229,1.5625e-05,0.8398441076278687,0.7219544053077698,0.8315789699554443,0.7149121761322021,0.8685058951377869,0.7973684072494507
83,0.7756352424621582,0.8569645881652832,1.5625e-05,0.8359844088554382,0.7171337604522705,0.831250011920929,0.7146857976913452,0.8727338910102844,0.7917762994766235
84,0.7867472767829895,0.8386504650115967,7.8125e-06,0.8455609679222107,0.726039707660675,0.8325657844543457,0.7102589011192322,0.8706431984901428,0.7970394492149353
85,0.7829071283340454,0.8409548401832581,7.8125e-06,0.8372910618782043,0.7202385663986206,0.8332237005233765,0.7063782811164856,0.8688288331031799,0.7930921316146851
86,0.7829071283340454,0.8364863991737366,7.8125e-06,0.8430795669555664,0.7256311774253845,0.8322368264198303,0.7058470249176025,0.866906464099884,0.7927631735801697
87,0.785685122013092,0.8309717178344727,7.8125e-06,0.8425197005271912,0.7256311774253845,0.8345394730567932,0.7048090100288391,0.8692833781242371,0.7940789461135864
88,0.7838058471679688,0.8375195264816284,7.8125e-06,0.8422749042510986,0.726039707660675,0.835197389125824,0.6939863562583923,0.8725000023841858,0.8036184310913086
89,0.784868061542511,0.8267319798469543,7.8125e-06,0.8431521058082581,0.7273470163345337,0.8338815569877625,0.7048943042755127,0.8695808053016663,0.7983552813529968
90,0.7896887063980103,0.8208221793174744,7.8125e-06,0.8453393578529358,0.7306152582168579,0.8374999761581421,0.6973395943641663,0.8700464367866516,0.8016447424888611
91,0.7853583097457886,0.82890784740448,7.8125e-06,0.8402339220046997,0.7279189229011536,0.8338815569877625,0.7035079002380371,0.8677626848220825,0.7986842393875122
92,0.7894435524940491,0.8127848505973816,7.8125e-06,0.8474205136299133,0.7274287343025208,0.8348684310913086,0.6988548040390015,0.8699535727500916,0.8009868264198303
93,0.7896069884300232,0.8199815154075623,7.8125e-06,0.8449379205703735,0.733720064163208,0.8325657844543457,0.6979029774665833,0.8668323755264282,0.8029605150222778
94,0.7855216860771179,0.8272120356559753,7.8125e-06,0.8395782113075256,0.7286543250083923,0.8338815569877625,0.699041485786438,0.8639431595802307,0.800000011920929
95,0.7884631156921387,0.8176609873771667,7.8125e-06,0.841670572757721,0.7327396273612976,0.8319078683853149,0.6943162679672241,0.8646349906921387,0.8026315569877625
96,0.7899338006973267,0.8047701120376587,3.90625e-06,0.844228208065033,0.7302067279815674,0.8296052813529968,0.7025299072265625,0.8628287315368652,0.7986842393875122
97,0.7861753702163696,0.818462610244751,3.90625e-06,0.8406468629837036,0.7262848019599915,0.8309210538864136,0.7021889686584473,0.8646241426467896,0.7983552813529968
98,0.7866655588150024,0.8223382234573364,3.90625e-06,0.8422392010688782,0.7302067279815674,0.8325657844543457,0.6932117938995361,0.8672376871109009,0.7993420958518982
99,0.7866655588150024,0.8085172176361084,3.90625e-06,0.8403124213218689,0.7296347618103027,0.8348684310913086,0.6922163367271423,0.866998553276062,0.8019737005233765
100,0.7896887063980103,0.8110139966011047,3.90625e-06,0.8408618569374084,0.7270202040672302,0.831250011920929,0.6969120502471924,0.8673796653747559,0.8003289699554443
101,0.7867472767829895,0.8119432926177979,3.90625e-06,0.842660665512085,0.7307786345481873,0.8345394730567932,0.6917302012443542,0.868852436542511,0.8019737005233765
102,0.7881363034248352,0.8125426769256592,1.953125e-06,0.8389236927032471,0.733638346195221,0.8322368264198303,0.6918761134147644,0.8669039011001587,0.8013157844543457
103,0.7907508611679077,0.8115241527557373,1.953125e-06,0.8453433513641357,0.7342103123664856,0.8322368264198303,0.6906844973564148,0.8668565154075623,0.8009868264198303
104,0.7838875651359558,0.8244870901107788,1.953125e-06,0.8384076952934265,0.7244873046875,0.8315789699554443,0.6933112740516663,0.8666666746139526,0.7996710538864136
105,0.7939373850822449,0.8067488074302673,1.953125e-06,0.8441838622093201,0.7352724671363831,0.8325657844543457,0.6901817917823792,0.8702180981636047,0.8006578683853149
